,ETL Tstamp Time,Event Name,Event Details
584,2025-12-19 11:37:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
585,2025-12-19 11:37:20,Card Played,"{""Card"": ""Thread Pull""}"
586,2025-12-19 11:37:30,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Thorny Core""}"
587,2025-12-19 11:37:40,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
588,2025-12-19 11:37:50,Silk Gained,"{""Amount"": 5, ""Total"": 290}"
589,2025-12-19 11:38:00,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Thorny Core""}"
590,2025-12-19 11:38:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": 5}"
591,2025-12-19 11:38:20,Turn Ended,"{""Health"": 5}"
592,2025-12-19 11:38:30,Turn Started,"{""Turn"": 4, ""Energy"": 3}"
593,2025-12-19 11:38:40,Card Played,"{""Card"": ""Web Trap""}"
594,2025-12-19 11:38:50,Silk Gained,"{""Amount"": 4, ""Total"": 294}"
595,2025-12-19 11:39:00,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Shadow Husk""}"
596,2025-12-19 11:39:10,Silk Gained,"{""Amount"": 4, ""Total"": 298}"
597,2025-12-19 11:39:20,Card Played,"{""Card"": ""Echoing Step""}"
598,2025-12-19 11:39:30,Card Played,"{""Card"": ""Thread Pull""}"
599,2025-12-19 11:39:40,Card Played,"{""Card"": ""Echoing Step""}"
600,2025-12-19 11:39:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
601,2025-12-19 11:40:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Thorny Core""}"
602,2025-12-19 11:40:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 2, ""Remaining"": 3}"
603,2025-12-19 11:40:20,Turn Ended,"{""Health"": 3}"
604,2025-12-19 11:40:30,Turn Started,"{""Turn"": 5, ""Energy"": 3}"
605,2025-12-19 11:40:40,Card Played,"{""Card"": ""Azure Stitch""}"
606,2025-12-19 11:40:50,Card Played,"{""Card"": ""Vantablack Ink""}"
607,2025-12-19 11:41:00,Silk Gained,"{""Amount"": 3, ""Total"": 301}"
608,2025-12-19 11:41:10,Card Played,"{""Card"": ""Vantablack Ink""}"
609,2025-12-19 11:41:20,Card Played,"{""Card"": ""Azure Stitch""}"
610,2025-12-19 11:41:30,Card Played,"{""Card"": ""Web Trap""}"
611,2025-12-19 11:41:40,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
612,2025-12-19 11:41:50,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 7, ""Remaining"": -4}"
613,2025-12-19 11:42:00,Turn Ended,"{""Health"": -4}"
614,2025-12-19 11:42:10,Turn Started,"{""Turn"": 6, ""Energy"": 3}"
615,2025-12-19 11:42:20,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
616,2025-12-19 11:42:30,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Shadow Husk""}"
617,2025-12-19 11:42:40,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
618,2025-12-19 11:42:50,Card Played,"{""Card"": ""Web Trap""}"
619,2025-12-19 11:43:00,Card Played,"{""Card"": ""Web Trap""}"
620,2025-12-19 11:43:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
621,2025-12-19 11:43:20,Card Played,"{""Card"": ""Vantablack Ink""}"
622,2025-12-19 11:43:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 8, ""Remaining"": -12}"
623,2025-12-19 11:43:40,Turn Ended,"{""Health"": -12}"
624,2025-12-19 11:43:50,Turn Started,"{""Turn"": 7, ""Energy"": 3}"
625,2025-12-19 11:44:00,Card Played,"{""Card"": ""Thread Pull""}"
626,2025-12-19 11:44:10,Silk Gained,"{""Amount"": 3, ""Total"": 304}"
627,2025-12-19 11:44:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
628,2025-12-19 11:44:30,Silk Gained,"{""Amount"": 1, ""Total"": 305}"
629,2025-12-19 11:44:40,Card Played,"{""Card"": ""Web Trap""}"
630,2025-12-19 11:44:50,Card Played,"{""Card"": ""Azure Stitch""}"
631,2025-12-19 11:45:00,Card Played,"{""Card"": ""Echoing Step""}"
632,2025-12-19 11:45:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": -12}"
633,2025-12-19 11:45:20,Turn Ended,"{""Health"": -12}"
634,2025-12-19 11:45:30,Combat Ended,"{""Result"": ""Victory""}"
635,2025-12-19 11:45:40,Node Selected,"{""Node_Level"": 16, ""Type"": ""Rest Stop""}"
636,2025-12-19 11:45:50,Card Upgraded,"{""Card"": ""Loom Burst"", ""New"": ""Loom Burst+""}"
637,2025-12-19 11:46:00,Level Up,"{""Level"": 4}"
638,2025-12-19 11:46:10,Node Selected,"{""Node_Level"": 17, ""Type"": ""Combat""}"
639,2025-12-19 11:46:20,Combat Started,"{""Enemies"": ['Shadow Husk', 'Void Mite', 'Loom Crawler'], ""Environment"": ""Standard""}"
640,2025-12-19 11:46:30,Turn Started,"{""Turn"": 1, ""Energy"": 3}"
641,2025-12-19 11:46:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Void Mite""}"
642,2025-12-19 11:46:50,Card Played,"{""Card"": ""Thread Pull""}"
643,2025-12-19 11:47:00,Silk Gained,"{""Amount"": 1, ""Total"": 306}"
644,2025-12-19 11:47:10,Card Played,"{""Card"": ""Thread Pull""}"
645,2025-12-19 11:47:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Void Mite""}"
646,2025-12-19 11:47:30,Card Played,"{""Card"": ""Echoing Step""}"
647,2025-12-19 11:47:40,Card Played,"{""Card"": ""Echoing Step""}"
648,2025-12-19 11:47:50,Silk Gained,"{""Amount"": 1, ""Total"": 307}"
649,2025-12-19 11:48:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
650,2025-12-19 11:48:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 4, ""Remaining"": -6}"
651,2025-12-19 11:48:20,Turn Ended,"{""Health"": -6}"
652,2025-12-19 11:48:30,Turn Started,"{""Turn"": 2, ""Energy"": 3}"
653,2025-12-19 11:48:40,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
654,2025-12-19 11:48:50,Card Played,"{""Card"": ""Azure Stitch""}"
655,2025-12-19 11:49:00,Card Played,"{""Card"": ""Echoing Step""}"
656,2025-12-19 11:49:10,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Void Mite""}"
657,2025-12-19 11:49:20,Card Played,"{""Card"": ""Vantablack Ink""}"
658,2025-12-19 11:49:30,Silk Gained,"{""Amount"": 3, ""Total"": 310}"
659,2025-12-19 11:49:40,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 3, ""Remaining"": -9}"
660,2025-12-19 11:49:50,Turn Ended,"{""Health"": -9}"
661,2025-12-19 11:50:00,Turn Started,"{""Turn"": 3, ""Energy"": 3}"
662,2025-12-19 11:50:10,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
663,2025-12-19 11:50:20,Card Played,"{""Card"": ""Web Trap""}"
664,2025-12-19 11:50:30,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Void Mite""}"
665,2025-12-19 11:50:40,Card Played,"{""Card"": ""Azure Stitch""}"
666,2025-12-19 11:50:50,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": -9}"
667,2025-12-19 11:51:00,Turn Ended,"{""Health"": -9}"
668,2025-12-19 11:51:10,Turn Started,"{""Turn"": 4, ""Energy"": 3}"
669,2025-12-19 11:51:20,Card Played,"{""Card"": ""Azure Stitch""}"
670,2025-12-19 11:51:30,Silk Gained,"{""Amount"": 1, ""Total"": 311}"
671,2025-12-19 11:51:40,Card Played,"{""Card"": ""Echoing Step""}"
672,2025-12-19 11:51:50,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
673,2025-12-19 11:52:00,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Void Mite""}"
674,2025-12-19 11:52:10,Silk Gained,"{""Amount"": 2, ""Total"": 313}"
675,2025-12-19 11:52:20,Card Played,"{""Card"": ""Web Trap""}"
676,2025-12-19 11:52:30,Card Played,"{""Card"": ""Azure Stitch""}"
677,2025-12-19 11:52:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
678,2025-12-19 11:52:50,Silk Gained,"{""Amount"": 4, ""Total"": 317}"
679,2025-12-19 11:53:00,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": -10}"
680,2025-12-19 11:53:10,Turn Ended,"{""Health"": -10}"
681,2025-12-19 11:53:20,Turn Started,"{""Turn"": 5, ""Energy"": 3}"
682,2025-12-19 11:53:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
683,2025-12-19 11:53:40,Card Played,"{""Card"": ""Echoing Step""}"
684,2025-12-19 11:53:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Loom Crawler""}"
685,2025-12-19 11:54:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Void Mite""}"
686,2025-12-19 11:54:10,Card Played,"{""Card"": ""Vantablack Ink""}"
687,2025-12-19 11:54:20,Silk Gained,"{""Amount"": 1, ""Total"": 318}"
688,2025-12-19 11:54:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": -11}"
689,2025-12-19 11:54:40,Turn Ended,"{""Health"": -11}"
690,2025-12-19 11:54:50,Combat Ended,"{""Result"": ""Victory""}"
691,2025-12-19 11:55:00,Node Selected,"{""Node_Level"": 18, ""Type"": ""Combat""}"
692,2025-12-19 11:55:10,Combat Started,"{""Enemies"": ['Ink Wraith', 'Glass Stalker', 'Thorny Core', 'Void Mite'], ""Environment"": ""Standard""}"
693,2025-12-19 11:55:20,Turn Started,"{""Turn"": 1, ""Energy"": 3}"
694,2025-12-19 11:55:30,Card Played,"{""Card"": ""Azure Stitch""}"
695,2025-12-19 11:55:40,Silk Gained,"{""Amount"": 1, ""Total"": 319}"
696,2025-12-19 11:55:50,Card Played,"{""Card"": ""Web Trap""}"
697,2025-12-19 11:56:00,Silk Gained,"{""Amount"": 4, ""Total"": 323}"
698,2025-12-19 11:56:10,Card Played,"{""Card"": ""Vantablack Ink""}"
699,2025-12-19 11:56:20,Silk Gained,"{""Amount"": 4, ""Total"": 327}"
700,2025-12-19 11:56:30,Card Played,"{""Card"": ""Azure Stitch""}"
701,2025-12-19 11:56:40,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Thorny Core""}"
702,2025-12-19 11:56:50,Card Played,"{""Card"": ""Vantablack Ink""}"
703,2025-12-19 11:57:00,Silk Gained,"{""Amount"": 1, ""Total"": 328}"
704,2025-12-19 11:57:10,Card Played,"{""Card"": ""Azure Stitch""}"
705,2025-12-19 11:57:20,Silk Gained,"{""Amount"": 5, ""Total"": 333}"
706,2025-12-19 11:57:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": -7}"
707,2025-12-19 11:57:40,Turn Ended,"{""Health"": -7}"
708,2025-12-19 11:57:50,Turn Started,"{""Turn"": 2, ""Energy"": 3}"
709,2025-12-19 11:58:00,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Thorny Core""}"
710,2025-12-19 11:58:10,Card Played,"{""Card"": ""Echoing Step""}"
711,2025-12-19 11:58:20,Silk Gained,"{""Amount"": 3, ""Total"": 336}"
712,2025-12-19 11:58:30,Card Played,"{""Card"": ""Thread Pull""}"
713,2025-12-19 11:58:40,Silk Gained,"{""Amount"": 2, ""Total"": 338}"
714,2025-12-19 11:58:50,Card Played,"{""Card"": ""Web Trap""}"
715,2025-12-19 11:59:00,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 5, ""Remaining"": -12}"
716,2025-12-19 11:59:10,Turn Ended,"{""Health"": -12}"
717,2025-12-19 11:59:20,Turn Started,"{""Turn"": 3, ""Energy"": 3}"
718,2025-12-19 11:59:30,Card Played,"{""Card"": ""Azure Stitch""}"
719,2025-12-19 11:59:40,Silk Gained,"{""Amount"": 5, ""Total"": 343}"
720,2025-12-19 11:59:50,Card Played,"{""Card"": ""Web Trap""}"
721,2025-12-19 12:00:00,Card Played,"{""Card"": ""Azure Stitch""}"
722,2025-12-19 12:00:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Thorny Core""}"
723,2025-12-19 12:00:20,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 6, ""Remaining"": -18}"
724,2025-12-19 12:00:30,Turn Ended,"{""Health"": -18}"
725,2025-12-19 12:00:40,Turn Started,"{""Turn"": 4, ""Energy"": 3}"
726,2025-12-19 12:00:50,Card Played,"{""Card"": ""Vantablack Ink""}"
727,2025-12-19 12:01:00,Silk Gained,"{""Amount"": 2, ""Total"": 345}"
728,2025-12-19 12:01:10,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
729,2025-12-19 12:01:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Ink Wraith""}"
730,2025-12-19 12:01:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Ink Wraith""}"
731,2025-12-19 12:01:40,Card Played,"{""Card"": ""Web Trap""}"
732,2025-12-19 12:01:50,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 6, ""Remaining"": -24}"
733,2025-12-19 12:02:00,Turn Ended,"{""Health"": -24}"
734,2025-12-19 12:02:10,Combat Ended,"{""Result"": ""Victory""}"
735,2025-12-19 12:02:20,Node Selected,"{""Node_Level"": 19, ""Type"": ""Rest Stop""}"
736,2025-12-19 12:02:30,Health Changed,"{""Action"": ""Rest"", ""Current"": 6}"
737,2025-12-19 12:02:40,Node Selected,"{""Node_Level"": 20, ""Type"": ""Rest Stop""}"
738,2025-12-19 12:02:50,Card Upgraded,"{""Card"": ""Loom Burst"", ""New"": ""Loom Burst+""}"
739,2025-12-19 12:03:00,Node Selected,"{""Node_Level"": 21, ""Type"": ""Shop""}"
740,2025-12-19 12:03:10,Purchase Made,"{""Item"": ""Health Potion"", ""Cost"": 25}"
741,2025-12-19 12:03:20,Health Changed,"{""Current"": 36}"
742,2025-12-19 12:03:30,Level Up,"{""Level"": 5}"
743,2025-12-19 12:03:40,Node Selected,"{""Node_Level"": 22, ""Type"": ""Combat""}"
744,2025-12-19 12:03:50,Combat Started,"{""Enemies"": ['Glass Stalker'], ""Environment"": ""Standard""}"
745,2025-12-19 12:04:00,Turn Started,"{""Turn"": 1, ""Energy"": 3}"
746,2025-12-19 12:04:10,Card Played,"{""Card"": ""Web Trap""}"
747,2025-12-19 12:04:20,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
748,2025-12-19 12:04:30,Silk Gained,"{""Amount"": 4, ""Total"": 349}"
749,2025-12-19 12:04:40,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
750,2025-12-19 12:04:50,Silk Gained,"{""Amount"": 1, ""Total"": 350}"
751,2025-12-19 12:05:00,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
752,2025-12-19 12:05:10,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Glass Stalker""}"
753,2025-12-19 12:05:20,Silk Gained,"{""Amount"": 4, ""Total"": 354}"
754,2025-12-19 12:05:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 3, ""Remaining"": 38}"
755,2025-12-19 12:05:40,Turn Ended,"{""Health"": 38}"
756,2025-12-19 12:05:50,Turn Started,"{""Turn"": 2, ""Energy"": 3}"
757,2025-12-19 12:06:00,Card Played,"{""Card"": ""Web Trap""}"
758,2025-12-19 12:06:10,Silk Gained,"{""Amount"": 5, ""Total"": 359}"
759,2025-12-19 12:06:20,Card Played,"{""Card"": ""Thread Pull""}"
760,2025-12-19 12:06:30,Card Played,"{""Card"": ""Echoing Step""}"
761,2025-12-19 12:06:40,Card Played,"{""Card"": ""Azure Stitch""}"
762,2025-12-19 12:06:50,Card Played,"{""Card"": ""Web Trap""}"
763,2025-12-19 12:07:00,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
764,2025-12-19 12:07:10,Silk Gained,"{""Amount"": 5, ""Total"": 364}"
765,2025-12-19 12:07:20,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": 38}"
766,2025-12-19 12:07:30,Turn Ended,"{""Health"": 38}"
767,2025-12-19 12:07:40,Turn Started,"{""Turn"": 3, ""Energy"": 3}"
768,2025-12-19 12:07:50,Card Played,"{""Card"": ""Echoing Step""}"
769,2025-12-19 12:08:00,Silk Gained,"{""Amount"": 4, ""Total"": 368}"
770,2025-12-19 12:08:10,Card Played,"{""Card"": ""Echoing Step""}"
771,2025-12-19 12:08:20,Silk Gained,"{""Amount"": 5, ""Total"": 373}"
772,2025-12-19 12:08:30,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
773,2025-12-19 12:08:40,Silk Gained,"{""Amount"": 2, ""Total"": 375}"
774,2025-12-19 12:08:50,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
775,2025-12-19 12:09:00,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
776,2025-12-19 12:09:10,Card Played,"{""Card"": ""Thread Pull""}"
777,2025-12-19 12:09:20,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Glass Stalker""}"
778,2025-12-19 12:09:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": 38}"
779,2025-12-19 12:09:40,Turn Ended,"{""Health"": 38}"
780,2025-12-19 12:09:50,Turn Started,"{""Turn"": 4, ""Energy"": 3}"
781,2025-12-19 12:10:00,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Glass Stalker""}"
782,2025-12-19 12:10:10,Card Played,"{""Card"": ""Web Trap""}"
783,2025-12-19 12:10:20,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Glass Stalker""}"
784,2025-12-19 12:10:30,Card Played,"{""Card"": ""Thread Pull""}"
785,2025-12-19 12:10:40,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 2, ""Remaining"": 36}"
786,2025-12-19 12:10:50,Turn Ended,"{""Health"": 36}"
787,2025-12-19 12:11:00,Turn Started,"{""Turn"": 5, ""Energy"": 3}"
788,2025-12-19 12:11:10,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Glass Stalker""}"
789,2025-12-19 12:11:20,Silk Gained,"{""Amount"": 5, ""Total"": 380}"
790,2025-12-19 12:11:30,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
791,2025-12-19 12:11:40,Silk Gained,"{""Amount"": 4, ""Total"": 384}"
792,2025-12-19 12:11:50,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
793,2025-12-19 12:12:00,Card Played,"{""Card"": ""Echoing Step""}"
794,2025-12-19 12:12:10,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
795,2025-12-19 12:12:20,Silk Gained,"{""Amount"": 1, ""Total"": 385}"
796,2025-12-19 12:12:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 2, ""Remaining"": 34}"
797,2025-12-19 12:12:40,Turn Ended,"{""Health"": 34}"
798,2025-12-19 12:12:50,Turn Started,"{""Turn"": 6, ""Energy"": 3}"
799,2025-12-19 12:13:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
800,2025-12-19 12:13:10,Silk Gained,"{""Amount"": 4, ""Total"": 389}"
801,2025-12-19 12:13:20,Card Played,"{""Card"": ""Web Trap""}"
802,2025-12-19 12:13:30,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
803,2025-12-19 12:13:40,Card Played,"{""Card"": ""Azure Stitch""}"
804,2025-12-19 12:13:50,Card Played,"{""Card"": ""Thread Pull""}"
805,2025-12-19 12:14:00,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 6, ""Remaining"": 28}"
806,2025-12-19 12:14:10,Turn Ended,"{""Health"": 28}"
807,2025-12-19 12:14:20,Turn Started,"{""Turn"": 7, ""Energy"": 3}"
808,2025-12-19 12:14:30,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Glass Stalker""}"
809,2025-12-19 12:14:40,Silk Gained,"{""Amount"": 5, ""Total"": 394}"
810,2025-12-19 12:14:50,Card Played,"{""Card"": ""Vantablack Ink""}"
811,2025-12-19 12:15:00,Card Played,"{""Card"": ""Azure Stitch""}"
812,2025-12-19 12:15:10,Card Played,"{""Card"": ""Vantablack Ink""}"
813,2025-12-19 12:15:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
814,2025-12-19 12:15:30,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
815,2025-12-19 12:15:40,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 2, ""Remaining"": 26}"
816,2025-12-19 12:15:50,Turn Ended,"{""Health"": 26}"
817,2025-12-19 12:16:00,Turn Started,"{""Turn"": 8, ""Energy"": 3}"
818,2025-12-19 12:16:10,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Glass Stalker""}"
819,2025-12-19 12:16:20,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
820,2025-12-19 12:16:30,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Glass Stalker""}"
821,2025-12-19 12:16:40,Silk Gained,"{""Amount"": 2, ""Total"": 396}"
822,2025-12-19 12:16:50,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Glass Stalker""}"
823,2025-12-19 12:17:00,Card Played,"{""Card"": ""Echoing Step""}"
824,2025-12-19 12:17:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": 26}"
825,2025-12-19 12:17:20,Turn Ended,"{""Health"": 26}"
826,2025-12-19 12:17:30,Combat Ended,"{""Result"": ""Victory""}"
827,2025-12-19 12:17:40,Node Selected,"{""Node_Level"": 23, ""Type"": ""Event""}"
828,2025-12-19 12:17:50,Decision Made,"{""Choice"": ""Interact with Ancient Artifact"", ""Result"": ""Success""}"
829,2025-12-19 12:18:00,Relic Obtained,"{""Relic"": ""Weaver's Thimble""}"
830,2025-12-19 12:18:10,Node Selected,"{""Node_Level"": 24, ""Type"": ""Event""}"
831,2025-12-19 12:18:20,Decision Made,"{""Choice"": ""Interact with Ancient Artifact"", ""Result"": ""Success""}"
832,2025-12-19 12:18:30,Relic Obtained,"{""Relic"": ""Weaver's Thimble""}"
833,2025-12-19 12:18:40,Node Selected,"{""Node_Level"": 25, ""Type"": ""Combat""}"
834,2025-12-19 12:18:50,Combat Started,"{""Enemies"": ['Loom Crawler', 'Void Mite', 'Shadow Husk', 'Shadow Husk'], ""Environment"": ""Standard""}"
835,2025-12-19 12:19:00,Turn Started,"{""Turn"": 1, ""Energy"": 3}"
836,2025-12-19 12:19:10,Card Played,"{""Card"": ""Thread Pull""}"
837,2025-12-19 12:19:20,Card Played,"{""Card"": ""Echoing Step""}"
838,2025-12-19 12:19:30,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
839,2025-12-19 12:19:40,Silk Gained,"{""Amount"": 3, ""Total"": 399}"
840,2025-12-19 12:19:50,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
841,2025-12-19 12:20:00,Card Played,"{""Card"": ""Azure Stitch""}"
842,2025-12-19 12:20:10,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 0, ""Remaining"": 41}"
843,2025-12-19 12:20:20,Turn Ended,"{""Health"": 41}"
844,2025-12-19 12:20:30,Turn Started,"{""Turn"": 2, ""Energy"": 3}"
845,2025-12-19 12:20:40,Card Played,"{""Card"": ""Thread Pull""}"
846,2025-12-19 12:20:50,Card Played,"{""Card"": ""Thread Pull""}"
847,2025-12-19 12:21:00,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Shadow Husk""}"
848,2025-12-19 12:21:10,Silk Gained,"{""Amount"": 4, ""Total"": 403}"
849,2025-12-19 12:21:20,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Void Mite""}"
850,2025-12-19 12:21:30,Silk Gained,"{""Amount"": 4, ""Total"": 407}"
851,2025-12-19 12:21:40,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 1, ""Remaining"": 40}"
852,2025-12-19 12:21:50,Turn Ended,"{""Health"": 40}"
853,2025-12-19 12:22:00,Turn Started,"{""Turn"": 3, ""Energy"": 3}"
854,2025-12-19 12:22:10,Card Played,"{""Card"": ""Final Knot"", ""Damage"": 15, ""Target"": ""Shadow Husk""}"
855,2025-12-19 12:22:20,Card Played,"{""Card"": ""Azure Stitch""}"
856,2025-12-19 12:22:30,Card Played,"{""Card"": ""Silk Shield"", ""Block"": 8}"
857,2025-12-19 12:22:40,Silk Gained,"{""Amount"": 5, ""Total"": 412}"
858,2025-12-19 12:22:50,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Shadow Husk""}"
859,2025-12-19 12:23:00,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 8, ""Remaining"": 32}"
860,2025-12-19 12:23:10,Turn Ended,"{""Health"": 32}"
861,2025-12-19 12:23:20,Turn Started,"{""Turn"": 4, ""Energy"": 3}"
862,2025-12-19 12:23:30,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Void Mite""}"
863,2025-12-19 12:23:40,Silk Gained,"{""Amount"": 4, ""Total"": 416}"
864,2025-12-19 12:23:50,Card Played,"{""Card"": ""Web Trap""}"
865,2025-12-19 12:24:00,Silk Gained,"{""Amount"": 1, ""Total"": 417}"
866,2025-12-19 12:24:10,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Void Mite""}"
867,2025-12-19 12:24:20,Card Played,"{""Card"": ""Azure Stitch""}"
868,2025-12-19 12:24:30,Player Health Changed,"{""Source"": ""Enemies"", ""Damage"": 2, ""Remaining"": 30}"
869,2025-12-19 12:24:40,Turn Ended,"{""Health"": 30}"
870,2025-12-19 12:24:50,Turn Started,"{""Turn"": 5, ""Energy"": 3}"
871,2025-12-19 12:25:00,Card Played,"{""Card"": ""Loom Burst"", ""Damage"": 5, ""Target"": ""Void Mite""}"
872,2025-12-19 12:25:10,Silk Gained,"{""Amount"": 4, ""Total"": 421}"
873,2025-12-19 12:25:20,Card Played,"{""Card"": ""Prismatic Needle"", ""Damage"": 8, ""Target"": ""Loom Crawler""}"
